Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00259-Tabr.wav	H5NF191M00259-Tabr.wav		1	Tabr	Tabr	2	2	Tabr	0.9883			25.32	0.83	15.42	0.02	4.35	Tabr					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00261.wav	H5NF191M00261.wav		1													4.18						H5NF191N3	H5NF191	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00262.WAV	H5NF191M00262.wav		1							Lano/Laci	0.572/0.278					3.94						H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00263.wav	H5NF191M00263.wav		1													3.31						H5NF191N3	H5NF191	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00264.wav	H5NF191M00264.wav		1													2.03						H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00265-Myev.wav	H5NF191M00265-Myev.wav	1		Myev	Myev	5	6	Myev	1.0000			35.92	1.09	2.58	0.52	7.40	Myev	Myth				H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00266-Myev.wav	H5NF191M00266-Myev.wav	1		Myev	Myev	4	4	Myev	0.9999			37.36	0.82	2.73	0.24	7.01	Myev					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00275-Myca.wav	H5NF191M00275-Myca.wav	1		Myca	Myca	3	4	Myca	0.9716			47.58	1.52	4.72	0.63	6.11	Myca	Labl				H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00284-Laci.wav	H5NF191M00284-Laci.wav		1	Laci	Laci	2	2	Laci	0.9934			19.68	0.06	9.67	2.13	1.62	Laci					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00287.wav	H5NF191M00287.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00288.wav	H5NF191M00288.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00289.wav	H5NF191M00289.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00299.wav	H5NF191M00299.wav		1		Lano	1	1	Lano	0.9210			27.89		7.36		4.06	Lano					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00308.wav	H5NF191M00308.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00318.wav	H5NF191M00318.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00325.wav	H5NF191M00325.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00331.wav	H5NF191M00331.wav	1				1	1					48.57		4.17		7.62	Myca					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N3:H5NF191M00341.wav	H5NF191M00341.wav																					H5NF191N3	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
