Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00182.wav	H5NF191M00182.wav																					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00188.WAV	H5NF191M00188.wav		1							Lano/Tabr	0.545/0.346					5.83	Lano	Tabr				H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00189.wav	H5NF191M00189.wav		1													3.92						H5NF191N2	H5NF191	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00190.wav	H5NF191M00190.wav																					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00191-Myev.wav	H5NF191M00191-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			36.15	0.99	2.95	0.24	6.19	Myev					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00192-Myev.wav	H5NF191M00192-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			34.97	1.89	2.68	0.31	12.45	Myev					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00194-Lano.wav	H5NF191M00194-Lano.wav		1	Lano	Lano	3	4	Lano	0.9709			26.23	0.48	16.62	0.51	3.87	Lano	Tabr				H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00195.wav	H5NF191M00195.wav		1													3.87						H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00208.wav	H5NF191M00208.wav		1													4.75						H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00217.wav	H5NF191M00217.wav	1														6.42						H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00224.wav	H5NF191M00224.wav																					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00225.wav	H5NF191M00225.wav		1		Lano	1	1	Lano	0.9189			27.37		6.74		2.02	Lano					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00228.wav	H5NF191M00228.wav																					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF191:H5NF191N2:H5NF191M00237.wav	H5NF191M00237.wav																					H5NF191N2	H5NF191	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
