Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00400.wav	H4NF174n2M00400.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00401.wav	H4NF174n2M00401.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00405.wav	H4NF174n2M00405.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00406.wav	H4NF174n2M00406.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00414.wav	H4NF174n2M00414.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00424.wav	H4NF174n2M00424.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00425.wav	H4NF174n2M00425.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00431.wav	H4NF174n2M00431.wav																					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00432.wav	H4NF174n2M00432.wav	1			MyluMyci	3	5	Mylu	0.9988			37.06	0.08	6.42	0.33	7.46	Mylu	Myci				H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF174:H4NF174n2:H4NF174n2M00437-Laci.wav	H4NF174n2M00437-Laci.wav		1	Laci	Laci	5	5	Laci	0.9757			19.17	0.30	16.78	1.00	2.35	Laci					H4NF174n2	H4NF174	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
