Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00336.wav	H2F124n3M00336.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00350.wav	H2F124n3M00350.wav																					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00357.wav	H2F124n3M00357.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00361.wav	H2F124n3M00361.wav																					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00362.wav	H2F124n3M00362.wav																					Night3	H2F124	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00368.wav	H2F124n3M00368.wav															1.73						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00377.wav	H2F124n3M00377.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00381.wav	H2F124n3M00381.wav																					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00394.wav	H2F124n3M00394.wav																					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00401.wav	H2F124n3M00401.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00402.wav	H2F124n3M00402.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00409.wav	H2F124n3M00409.wav																					Night3	H2F124	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00417.wav	H2F124n3M00417.wav															9.13						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00418.wav	H2F124n3M00418.wav															8.28						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00419-Laci.wav	H2F124n3M00419-Laci.wav		1	Laci	Laci	1	1	Laci	0.9960			16.39		12.11		7.14	Laci					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00420-Laci.wav	H2F124n3M00420-Laci.wav		1	Laci	Laci	1	1	Laci	0.9863			16.60		13.02		9.50	Laci					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00421-Laci.wav	H2F124n3M00421-Laci.wav		1	Laci	Laci	1	1	Laci	0.9982			16.45		13.96		9.59	Laci					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00422.wav	H2F124n3M00422.wav															8.00						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00423-Laci.wav	H2F124n3M00423-Laci.wav		1	Laci	Laci	1	1	Laci	0.9997			16.55		25.38		9.57	Laci					Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00424.wav	H2F124n3M00424.wav															16.00						Night3	H2F124	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00425.wav	H2F124n3M00425.wav																					Night3	H2F124	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00428.wav	H2F124n3M00428.wav															15.11						Night3	H2F124	2999.93	3.22	20 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00429.wav	H2F124n3M00429.wav															6.86						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00430.wav	H2F124n3M00430.wav																					Night3	H2F124	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00433.wav	H2F124n3M00433.wav															12.78						Night3	H2F124	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00434.wav	H2F124n3M00434.wav		1													10.33						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F124:Night3:H2F124n3M00437.wav	H2F124n3M00437.wav		1													17.86						Night3	H2F124	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
