Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00006.WAV	H4F161n1M00006.wav		1		LanoTabr	2	4			Tabr/Lano	0.801/0.167	26.72	1.49	13.01	3.30	5.24	Lano	Tabr				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00007-Epfu.wav	H4F161n1M00007-Epfu.wav		1	Epfu	Epfu	2	3	Epfu	0.9996			26.51	0.10	13.52	2.50	5.19	Epfu	Tabr				H4F161n1	H4F161	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00008.wav	H4F161n1M00008.wav		1			1	2	Lano	0.9627			27.46		13.78		4.67	Lano	Epfu				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00009-Lano.wav	H4F161n1M00009-Lano.wav		1	Lano	Lano	2	2	Lano	0.9663			25.45	0.10	14.01	0.46	2.80	Lano					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00010-Lano.wav	H4F161n1M00010-Lano.wav		1	Lano	Lano	3	3	Lano	0.9931			26.55	0.06	11.04	0.63	4.89	Lano					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00011-Lano.wav	H4F161n1M00011-Lano.wav		1	Lano	Lano	5	5	Lano	0.9910			25.27	0.37	14.22	0.77	3.69	Lano					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00013-Epfu.wav	H4F161n1M00013-Epfu.wav		1	Epfu	Epfu	3	3	Epfu	1.0000			28.18	1.23	10.59	1.89	4.15	Epfu					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00014-Epfu.wav	H4F161n1M00014-Epfu.wav		1	Epfu	Epfu	7	7	Epfu	0.9968			27.28	1.47	9.03	1.99	8.02	Epfu	Lano				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00015.wav	H4F161n1M00015.wav		1			1	1	Epfu	0.9988			28.62		7.32		7.36	Epfu	Anpa				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00016-Epfu.wav	H4F161n1M00016-Epfu.wav		1	Epfu	Epfu	5	6	Epfu	0.9997			25.66	0.63	11.48	0.84	5.41	Epfu	Lano	Laci			H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00017-Myci.wav	H4F161n1M00017-Myci.wav	1		Myci	Myci	7	7	Myci	0.9999			41.75	1.00	4.12	0.37	9.60	Myci					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00018.wav	H4F161n1M00018.wav															1.40						H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00019-Laci.wav	H4F161n1M00019-Laci.wav		1	Laci	Laci	2	2	Laci	0.9990			22.30	2.26	11.26	8.20	1.82	Laci					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00020-Lano.wav	H4F161n1M00020-Lano.wav		1	Lano	Lano	3	3	Lano	0.9523			27.91	0.31	9.37	0.47	5.48	Lano	Epfu				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00021-Myvo.wav	H4F161n1M00021-Myvo.wav	1		Myvo	Myvo	2	3	Myvo	0.9877			41.63	1.43	3.68	0.12	5.67	Myvo	Mylu				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00022.wav	H4F161n1M00022.wav	1														2.49						H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00023-Laci.wav	H4F161n1M00023-Laci.wav		1	Laci	Laci	3	3	Laci	0.9963			22.91	0.88	10.29	5.88	2.62	Laci					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00024-Laci.wav	H4F161n1M00024-Laci.wav		1	Laci	Laci	2	2	Laci	0.9924			24.70	0.31	5.29	1.50	1.81	Laci	Tabr				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00025.wav	H4F161n1M00025.wav	1				1	1					41.87		4.85		11.56	Myvo					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00026.wav	H4F161n1M00026.wav		1			1	1	Epfu	0.9033			28.20		8.22		4.43	Epfu					H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F161:H4F161n1:H4F161n1M00028.wav	H4F161n1M00028.wav		1		Lano	1	1	Lano	0.9202			25.15		13.74		3.98	Lano	Tabr				H4F161n1	H4F161	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
