Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01009.wav	H1NF113n3M01009.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01014.wav	H1NF113n3M01014.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01017.wav	H1NF113n3M01017.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01022.wav	H1NF113n3M01022.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01026-Myev.wav	H1NF113n3M01026-Myev.wav	1	1	Myev	Myev	2	2	Myev	0.9999			34.24	0.13	4.07	0.08	7.59	Myev					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01032.wav	H1NF113n3M01032.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01033.wav	H1NF113n3M01033.wav																					Night3	H1NF113	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01035.wav	H1NF113n3M01035.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01039.wav	H1NF113n3M01039.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01045.wav	H1NF113n3M01045.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01059.wav	H1NF113n3M01059.wav																					Night3	H1NF113	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01066.wav	H1NF113n3M01066.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01067.WAV	H1NF113n3M01067.wav	1			Myyu	5	6			Myca/Myyu	0.518/0.482	51.39	3.75	5.98	0.77	9.07	Myyu	Myca				Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01068.wav	H1NF113n3M01068.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01069.WAV	H1NF113n3M01069.wav	1				1	3			Myca/Myyu	0.663/0.261	45.63		5.54		5.35	Myca	Pahe	Labl			Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01073.wav	H1NF113n3M01073.wav		1		Myth	3	3	Myth	0.9807			25.53	2.85	2.91	1.65	4.91	Myth					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01074.wav	H1NF113n3M01074.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01075.wav	H1NF113n3M01075.wav	1				1	1					45.82		5.53		4.75	Myca					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01076.wav	H1NF113n3M01076.wav	1				1	1	Myca	0.9544			48.37		3.13		9.06	Myca	Myci				Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01077.wav	H1NF113n3M01077.wav		1			1	1	Epfu	0.9589			29.38		7.46		9.67	Epfu					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01080.wav	H1NF113n3M01080.wav	1														8.69						Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01081.wav	H1NF113n3M01081.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01082.wav	H1NF113n3M01082.wav	1														5.96						Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01084.wav	H1NF113n3M01084.wav	1			Myyu	3	3	Myyu	0.9314			51.49	4.38	4.69	0.68	9.63	Myyu					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01085.wav	H1NF113n3M01085.wav		1			1	1					25.25		2.81		7.71	Coto					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01087.wav	H1NF113n3M01087.wav		1			1	1	Coto	1.0000			21.93		4.18		6.93	Coto					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01088.wav	H1NF113n3M01088.wav		1		MythMyev	2	4	Myth	0.9985			24.15	3.60	4.20	0.64	6.30	Myth	Myev	Coto			Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01089.wav	H1NF113n3M01089.wav		1		Myth	7	7	Myth	1.0000			21.19	0.25	4.02	0.16	6.28	Myth					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01108.wav	H1NF113n3M01108.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF113:Night3:H1NF113n3M01110.wav	H1NF113n3M01110.wav																					Night3	H1NF113	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
