Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00155.wav	H5NF183n2M00155.wav																					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00156.wav	H5NF183n2M00156.wav	1														6.40						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00157.wav	H5NF183n2M00157.wav	1														6.89	Mylu					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00158.wav	H5NF183n2M00158.wav	1														2.64						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00159.wav	H5NF183n2M00159.wav	1														8.80						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00160.wav	H5NF183n2M00160.wav																					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00161.wav	H5NF183n2M00161.wav	1														3.92						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00162.wav	H5NF183n2M00162.wav	1														5.74						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00163.wav	H5NF183n2M00163.wav	1														9.40						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00164.wav	H5NF183n2M00164.wav	1				1	1	Labl	0.9622			46.32		3.50		10.04	Mylu	Labl				H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00165.wav	H5NF183n2M00165.wav	1														7.59	Myci					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00166.wav	H5NF183n2M00166.wav	1														8.54						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00167-Mylu.wav	H5NF183n2M00167-Mylu.wav	1		Mylu	Mylu	3	4	Mylu	0.9804			41.93	0.27	5.15	0.09	4.89	Mylu	Pahe				H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00168.wav	H5NF183n2M00168.wav	1				1	1	Myci	0.9995			42.83		2.91		6.34	Myci	Mylu				H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00169.wav	H5NF183n2M00169.wav	1				1	1	Pahe	0.9454			45.47		3.72		6.63	Myci	Pahe				H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00170.WAV	H5NF183n2M00170.wav	1				1	2			Mylu/Myci	0.638/0.191	41.89		4.33		7.34	Mylu	Myci	Pahe			H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00171-Mylu.wav	H5NF183n2M00171-Mylu.wav	1		Mylu	Mylu	2	2	Mylu	0.9747			37.69	0.72	5.07	1.10	7.31	Mylu					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00172.wav	H5NF183n2M00172.wav	1														7.67	Mylu					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00173.wav	H5NF183n2M00173.wav	1														9.06						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00174.wav	H5NF183n2M00174.wav	1														9.04						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00176.wav	H5NF183n2M00176.wav	1				1	1					44.70		3.33		3.77	Myci					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00177.wav	H5NF183n2M00177.wav	1			Pahe	2	2	Mylu	0.9273			43.42	0.11	5.37	0.45	6.03	Pahe					H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00178.wav	H5NF183n2M00178.wav	1				1	2	Mylu	0.9497			41.26		4.71		8.97	Mylu	Pahe				H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00179.wav	H5NF183n2M00179.wav	1														7.11						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5NF183:H5NF183n2:H5NF183n2M00180.wav	H5NF183n2M00180.wav	1														2.61						H5NF183n2	H5NF183	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
