Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00855.wav	H2NF128n3M00855.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00857.wav	H2NF128n3M00857.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00863.wav	H2NF128n3M00863.wav															1.59						H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00869-Tabr.wav	H2NF128n3M00869-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9997			24.46		11.62		1.95	Tabr					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00870.wav	H2NF128n3M00870.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00871.wav	H2NF128n3M00871.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00872.wav	H2NF128n3M00872.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00876.wav	H2NF128n3M00876.wav	1				1	1	Myca	0.9502			46.56		4.12		6.13	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00877.wav	H2NF128n3M00877.wav																					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00878.wav	H2NF128n3M00878.wav	1														8.70						H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00879-Myca.wav	H2NF128n3M00879-Myca.wav	1		Myca	Myca	6	6	Myca	0.9525			49.26	0.37	2.87	0.36	12.10	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00880.WAV	H2NF128n3M00880.wav	1								Myca/Myci	0.789/0.191					15.67	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00881.wav	H2NF128n3M00881.wav	1				1	1	Myca	0.9527			48.39		3.12		8.16	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00882-Myca.wav	H2NF128n3M00882-Myca.wav	1		Myca	Myca	3	3	Myca	0.9534			49.00	1.14	2.87	0.11	12.34	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00883-Myca.wav	H2NF128n3M00883-Myca.wav	1		Myca	Myca	3	3	Myca	0.9573			49.26	0.77	3.09	0.37	11.34	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF128:H2NF128n3:H2NF128n3M00884-Myca.wav	H2NF128n3M00884-Myca.wav	1		Myca	Myca	4	4	Myca	0.9703			49.18	0.86	2.56	0.34	12.63	Myca					H2NF128n3	H2NF128	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
