Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00002.wav	H1NF118n1M00002.wav																					H1NF118n1	H1NF118	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00005.wav	H1NF118n1M00005.wav	1														10.87						H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00008.wav	H1NF118n1M00008.wav																					H1NF118n1	H1NF118	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00009.wav	H1NF118n1M00009.wav																					H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00011.WAV	H1NF118n1M00011.wav		1							Lano/Laci	0.750/0.250					3.57	Lano					H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00013.wav	H1NF118n1M00013.wav	1														5.79						H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00014.wav	H1NF118n1M00014.wav		1													3.63						H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00015.wav	H1NF118n1M00015.wav		1													7.09						H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00016.wav	H1NF118n1M00016.wav																					H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00017-Tabr.wav	H1NF118n1M00017-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9879			31.77		7.29		6.08	Epfu	Tabr				H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00018-Tabr.wav	H1NF118n1M00018-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9905			29.49		9.67		6.22	Tabr					H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H1NF118:H1NF118n1:H1NF118n1M00019-Tabr.wav	H1NF118n1M00019-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9988			29.00		13.62		3.72	Tabr					H1NF118n1	H1NF118	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
