Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123M05201.wav	H2F123M05201.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123M05212.wav	H2F123M05212.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123M05238.wav	H2F123M05238.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05311.wav	H2F123n3M05311.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05312.wav	H2F123n3M05312.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05359.wav	H2F123n3M05359.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05380.wav	H2F123n3M05380.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05393.wav	H2F123n3M05393.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05456.wav	H2F123n3M05456.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05459-Mylu.wav	H2F123n3M05459-Mylu.wav	1		Mylu	Mylu	2	2	Mylu	0.9625			41.03	0.72	4.62	0.07	7.09	Mylu					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05481.wav	H2F123n3M05481.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05504.wav	H2F123n3M05504.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05526.wav	H2F123n3M05526.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F123:Night3:H2F123n3M05551.wav	H2F123n3M05551.wav																					Night3	H2F123	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
