Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00100-Epfu.wav	H3NF152n3M00100-Epfu.wav		1	Epfu	Epfu	7	7	Epfu	0.9375			28.26	0.49	10.14	1.38	4.88	Epfu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00101-Epfu.wav	H3NF152n3M00101-Epfu.wav		1	Epfu	Epfu	6	7	Epfu	0.9997			27.88	0.80	12.67	1.98	5.24	Epfu	Lano				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00102.wav	H3NF152n3M00102.wav	1				1	1	Mylu	0.9574			38.95		5.50		8.21	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00103.WAV	H3NF152n3M00103.wav		1		LanoTabr	1	2			Lano/Tabr	0.449/0.344	25.84		18.61		3.99	Lano	Tabr				H3NF152n3	H3NF152	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00104.wav	H3NF152n3M00104.wav																					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00107-Lano.wav	H3NF152n3M00107-Lano.wav		1	Lano	Lano	4	4	Lano	0.9906			26.84	0.24	14.55	1.80	3.42	Lano					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00108.WAV	H3NF152n3M00108.wav		1							Epfu/Lano	0.900/0.100					5.30						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00109.wav	H3NF152n3M00109.wav		1													1.66						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00110.wav	H3NF152n3M00110.wav	1														5.08						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00111-Mylu.wav	H3NF152n3M00111-Mylu.wav	1		Mylu	Mylu	3	4	Mylu	0.9873			39.50	0.75	6.92	0.19	6.47	Mylu	Labl				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00112.WAV	H3NF152n3M00112.wav	1			Mylu	4	4			Myci/MyvoMylu	0.863/0.137	40.07	0.28	5.90	0.47	4.73	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00113-Mylu.wav	H3NF152n3M00113-Mylu.wav	1		Mylu	Mylu	6	6	Mylu	0.9879			39.91	0.58	6.85	0.52	9.35	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00115-Mylu.wav	H3NF152n3M00115-Mylu.wav	1		Mylu	Mylu	3	3	Mylu	0.9974			40.95	0.25	7.44	0.53	12.45	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00116.wav	H3NF152n3M00116.wav	1														5.65						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00117.wav	H3NF152n3M00117.wav	1				1	1					40.64		5.50		7.51	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00118.WAV	H3NF152n3M00118.wav	1			Mylu	3	3			Mylu/Myci	0.856/0.143	39.55	0.49	5.95	0.46	9.35	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00119.wav	H3NF152n3M00119.wav	1														6.46						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00120-Mylu.wav	H3NF152n3M00120-Mylu.wav	1		Mylu	Mylu	5	5	Mylu	0.9985			38.75	1.35	7.21	1.07	9.21	Mylu	Myci	Myvo			H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00121.WAV	H3NF152n3M00121.wav	1								Mylu/Myci	0.856/0.087					13.08	Mylu	Myvo				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00122.wav	H3NF152n3M00122.wav	1				1	1	Mylu	0.9980			38.12		5.74		10.54	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00124.WAV	H3NF152n3M00124.wav	1			Mylu	3	3			Mylu/Myvo	0.866/0.098	41.23	0.59	5.44	0.92	7.10	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00125-Mylu.wav	H3NF152n3M00125-Mylu.wav	1		Mylu	Mylu	2	2	Mylu	0.9289			39.46	2.12	5.86	0.76	7.66	Mylu	Myci				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00126-Myev.wav	H3NF152n3M00126-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			33.56	0.39	4.03	0.14	7.72	Myev					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00128-Laci.wav	H3NF152n3M00128-Laci.wav		1	Laci	Laci	1	1	Laci	0.9958			22.00		8.05		3.80	Laci					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00129.WAV	H3NF152n3M00129.wav	1								Mylu/Myvo	0.825/0.114					6.67	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00130.wav	H3NF152n3M00130.wav	1				1	1	Mylu	0.9483			42.84		4.56		10.84	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00131.wav	H3NF152n3M00131.wav	1														8.46						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00132-Mylu.wav	H3NF152n3M00132-Mylu.wav	1		Mylu	Mylu	6	6	Mylu	0.9921			39.25	0.62	6.39	0.24	6.35	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00133.WAV	H3NF152n3M00133.wav	1								Mylu/Myvo	0.871/0.066					10.47	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00134.WAV	H3NF152n3M00134.wav	1								Myvo/Mylu	0.643/0.305					8.00	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00135.wav	H3NF152n3M00135.wav		1		Lano	1	1	Lano	0.9241			25.60		13.58		2.90	Lano	Tabr				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00138.WAV	H3NF152n3M00138.wav		1							Lano/Laci	0.783/0.127					4.94	Lano					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00139-Mylu.wav	H3NF152n3M00139-Mylu.wav	1		Mylu	Mylu	6	6	Mylu	0.9879			39.12	0.14	6.73	0.20	5.69	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00141.WAV	H3NF152n3M00141.wav		1							Epfu/Lano	0.484/0.477					4.64	Epfu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00142-Mylu.wav	H3NF152n3M00142-Mylu.wav	1		Mylu	Mylu	7	7	Mylu	0.9897			41.01	0.98	7.33	0.35	10.96	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00143-Mylu.wav	H3NF152n3M00143-Mylu.wav	1		Mylu	Mylu	5	5	Mylu	0.9670			39.51	0.86	4.91	1.26	8.91	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00144-Mylu.wav	H3NF152n3M00144-Mylu.wav	1		Mylu	Mylu	2	2	Mylu	0.9850			39.69	0.15	6.07	1.37	8.51	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00145-Mylu.wav	H3NF152n3M00145-Mylu.wav	1		Mylu	Mylu	5	5	Mylu	0.9941			40.20	1.64	6.59	0.53	4.81	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00146.wav	H3NF152n3M00146.wav	1				1	1					38.65		5.43		8.60	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00147-Myca.wav	H3NF152n3M00147-Myca.wav	1		Myca	Myca	2	2	Myca	0.9079			50.30	0.69	3.33	0.77	6.36	Myyu	Myca				H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00148.wav	H3NF152n3M00148.wav	1														4.24						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00149.wav	H3NF152n3M00149.wav	1														11.30						H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00150.wav	H3NF152n3M00150.wav	1				1	1	Mylu	0.9404			38.35		5.14		6.90	Mylu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00151-Myev.wav	H3NF152n3M00151-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			36.12	0.86	2.56	0.36	7.06	Myev					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00152.WAV	H3NF152n3M00152.wav		1							Lano/Laci	0.628/0.173					4.73	Lano					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3NF152:H3NF152n3:H3NF152n3M00153-Epfu.wav	H3NF152n3M00153-Epfu.wav		1	Epfu	Epfu	3	3	Epfu	0.9769			29.36	0.64	5.36	0.33	3.15	Epfu					H3NF152n3	H3NF152	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
