Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00001.wav	H5F176n1M00001.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00002.wav	H5F176n1M00002.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00003.WAV	H5F176n1M00003.wav	1								Myci/Mylu	0.492/0.415					10.12	Mylu					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00004-Myev.wav	H5F176n1M00004-Myev.wav	1	1	Myev	Myev	3	4	Myev	1.0000			32.60	0.25	3.73	0.36	6.88	Myev	Anpa				Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00005.wav	H5F176n1M00005.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00006.wav	H5F176n1M00006.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00007-Myev.wav	H5F176n1M00007-Myev.wav	1		Myev	Myev	5	5	Myev	0.9974			38.06	0.70	2.99	0.48	6.49	Myev					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00008.wav	H5F176n1M00008.wav	1				1	1	Myca	0.9649			48.83		3.09		8.82	Myca					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00009.wav	H5F176n1M00009.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00010.wav	H5F176n1M00010.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00011.wav	H5F176n1M00011.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00012.wav	H5F176n1M00012.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00013.wav	H5F176n1M00013.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00014.wav	H5F176n1M00014.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00015.wav	H5F176n1M00015.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F176:Night1:H5F176n1M00016.wav	H5F176n1M00016.wav																					Night1	H5F176	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
