Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00067.wav	H3F148n2M00067.wav															8.23						H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00069.wav	H3F148n2M00069.wav		1		Lano	1	1	Lano	0.9999			25.80		18.66		5.28	Lano					H3F148n2	H3F148	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00071-Lano.wav	H3F148n2M00071-Lano.wav		1	Lano	Lano	3	3	Lano	0.9997			25.95	0.20	15.36	0.17	3.59	Lano					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00072-Lano.wav	H3F148n2M00072-Lano.wav		1	Lano	Lano	7	8	Lano	0.9973			25.97	0.31	16.07	2.21	3.90	Lano	Tabr				H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00075-Mylu.wav	H3F148n2M00075-Mylu.wav	1		Mylu	Mylu	5	5	Mylu	0.9967			39.12	0.65	6.10	0.19	5.18	Mylu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00076-Myvo.wav	H3F148n2M00076-Myvo.wav	1		Myvo	Myvo	6	6	Myvo	0.9955			45.64	0.77	3.22	0.29	16.12	Myvo					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00077-Tabr.wav	H3F148n2M00077-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9442			27.09		8.80		8.66	Tabr	Coto				H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00078-Mylu.wav	H3F148n2M00078-Mylu.wav	1		Mylu	Mylu	6	8	Mylu	0.9888			39.72	0.67	8.14	0.54	7.93	Mylu	Labl				H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00080.wav	H3F148n2M00080.wav	1				1	1					52.99		2.83		2.99	Myyu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00081.wav	H3F148n2M00081.wav	1				1	1	Mylu	0.9787			38.60		5.54		7.83	Mylu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00082.wav	H3F148n2M00082.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00090.wav	H3F148n2M00090.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00094.wav	H3F148n2M00094.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00102.wav	H3F148n2M00102.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00107.wav	H3F148n2M00107.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00108.wav	H3F148n2M00108.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00110-Lano.wav	H3F148n2M00110-Lano.wav		1	Lano	Lano	5	5	Lano	0.9992			25.68	0.29	16.75	1.49	2.67	Lano					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00114.wav	H3F148n2M00114.wav		1													2.36						H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00115-Myca.wav	H3F148n2M00115-Myca.wav	1		Myca	Myca	8	8	Myca	0.9948			49.86	0.48	3.21	0.27	12.33	Myca					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00120.WAV	H3F148n2M00120.wav	1								Mylu/Myci	0.637/0.283					7.65	Mylu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00121.wav	H3F148n2M00121.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00123-Mylu.wav	H3F148n2M00123-Mylu.wav	1		Mylu	Mylu	4	4	Mylu	0.9857			37.59	0.60	7.46	0.65	5.20	Mylu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00124.wav	H3F148n2M00124.wav	1														3.17						H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00125.wav	H3F148n2M00125.wav		1													1.48						H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00130-Epfu.wav	H3F148n2M00130-Epfu.wav		1	Epfu	Epfu	8	8	Epfu	1.0000			28.00	1.27	11.41	2.92	6.33	Epfu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00131-Lano.wav	H3F148n2M00131-Lano.wav		1	Lano	Lano	2	3	Lano	0.9556			25.60	0.29	11.47	0.48	2.87	Lano	Epfu				H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00132.wav	H3F148n2M00132.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00133-Laci.wav	H3F148n2M00133-Laci.wav		1	Laci	Laci	1	1	Laci	0.9259			19.36		7.87		2.34	Laci					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00134-Mylu.wav	H3F148n2M00134-Mylu.wav	1		Mylu	Mylu	4	4	Mylu	0.9954			40.41	0.27	6.45	0.27	3.70	Mylu					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H3F148:H3F148n2:H3F148n2M00138.wav	H3F148n2M00138.wav																					H3F148n2	H3F148	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
