Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00176.wav	H2NF142n3M00176.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00180.wav	H2NF142n3M00180.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00186.wav	H2NF142n3M00186.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00190.wav	H2NF142n3M00190.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00196.wav	H2NF142n3M00196.wav																					Night3	H2NF142	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00202.wav	H2NF142n3M00202.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00206-Tabr.wav	H2NF142n3M00206-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9987			25.34		13.97		5.77	Tabr	Lano				Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00216.wav	H2NF142n3M00216.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00219-Epfu.wav	H2NF142n3M00219-Epfu.wav		1	Epfu	Epfu	7	7	Epfu	1.0000			27.42	0.49	10.99	1.10	7.10	Epfu					Night3	H2NF142	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00221.wav	H2NF142n3M00221.wav		1													5.78						Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00223.WAV	H2NF142n3M00223.wav		1							Epfu/Anpa	0.479/0.464					6.81	Epfu					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00224.WAV	H2NF142n3M00224.wav		1			1	2			Tabr/Lano	0.723/0.273	28.33		6.67		5.72	Epfu	Tabr	Lano	Laci		Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00229.wav	H2NF142n3M00229.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00231-Lano.wav	H2NF142n3M00231-Lano.wav		1	Lano	Lano	6	6	Lano	0.9812			26.89	0.20	11.36	0.58	4.07	Lano					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00233.wav	H2NF142n3M00233.wav	1														4.55						Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00235-Tabr.wav	H2NF142n3M00235-Tabr.wav		1	Tabr	Tabr	5	5	Tabr	0.9996			22.98	0.37	14.51	2.95	2.34	Tabr					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00236-Epfu.wav	H2NF142n3M00236-Epfu.wav		1	Epfu	Epfu	2	2	Epfu	0.9889			27.34	0.44	8.86	0.10	6.19	Epfu					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00237.WAV	H2NF142n3M00237.wav		1							Tabr/Lano	0.795/0.203					2.96	Tabr					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00239.WAV	H2NF142n3M00239.wav		1		Lano	4	4			Lano/Laci	0.643/0.215	27.33	0.53	10.29	1.48	4.46	Lano					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00240-Myev.wav	H2NF142n3M00240-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			34.53	0.95	3.05	0.40	10.33	Myev					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00241.wav	H2NF142n3M00241.wav		1			1	1	Anpa	0.9116			27.37		3.72		6.56	Anpa	Coto				Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00242.wav	H2NF142n3M00242.wav		1			1	1	Myev	0.9998			35.08		3.49		6.65	Myev	Epfu				Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00244-Myev.wav	H2NF142n3M00244-Myev.wav	1	1	Myev	Myev	5	5	Myev	1.0000			34.09	0.76	2.88	0.54	5.00	Myev					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00245.wav	H2NF142n3M00245.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00247.wav	H2NF142n3M00247.wav		1													1.85						Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00248.wav	H2NF142n3M00248.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00249.WAV	H2NF142n3M00249.wav		1		AnpaEpfu	2	4			Anpa/Epfu	0.535/0.423	26.21	1.05	6.74	0.43	6.80	Anpa	Epfu				Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF142:Night3:H2NF142n3M00251.wav	H2NF142n3M00251.wav																					Night3	H2NF142	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
