Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01636-Epfu.wav	H4F166n3M01636-Epfu.wav		1	Epfu	Epfu	4	5	Epfu	1.0000			27.67	0.34	11.32	0.44	8.02	Epfu	Lano				H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01637.wav	H4F166n3M01637.wav		1		EpfuLano	2	4	Epfu	1.0000			27.04	0.24	10.80	0.35	6.79	Epfu	Lano	Tabr			H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01638-Epfu.wav	H4F166n3M01638-Epfu.wav		1	Epfu	Epfu	4	4	Epfu	0.9828			28.97	0.33	9.06	1.17	3.73	Epfu					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01639-Epfu.wav	H4F166n3M01639-Epfu.wav		1	Epfu	Epfu	4	4	Epfu	0.9956			29.17	0.36	8.05	0.65	7.64	Epfu	Lano				H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01640-Tabr.wav	H4F166n3M01640-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9924			27.28		8.10		6.68	Tabr	Lano				H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01641-Epfu.wav	H4F166n3M01641-Epfu.wav		1	Epfu	Epfu	6	7	Epfu	0.9883			28.51	1.04	9.88	1.67	8.42	Epfu	Lano				H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01642.wav	H4F166n3M01642.wav																					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01643.WAV	H4F166n3M01643.wav		1							Lano/Tabr	0.584/0.206					4.30	Lano					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01645.wav	H4F166n3M01645.wav		1		EpfuLano	2	4	Epfu	0.9992			26.47	0.19	13.11	0.34	5.99	Epfu	Lano	Tabr			H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01647.wav	H4F166n3M01647.wav																					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01648.wav	H4F166n3M01648.wav		1			1	1	Epfu	1.0000			27.19		10.86		8.16	Anpa	Epfu				H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01649.wav	H4F166n3M01649.wav																					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n3:H4F166n3M01650.wav	H4F166n3M01650.wav	1				1	1	Mylu	0.9219			39.96		2.97		17.11	Mylu					H4F166n3	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
