Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00004.wav	H4F166n1M00004.wav																					H4F166n1	H4F166	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00005.wav	H4F166n1M00005.wav															22.22						H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00006.wav	H4F166n1M00006.wav																					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00008.wav	H4F166n1M00008.wav		1		EpfuLano	3	6	Epfu	1.0000			27.21	0.10	12.78	1.82	6.40	Epfu	Lano				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00009.wav	H4F166n1M00009.wav		1													2.71						H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00010-Lano.wav	H4F166n1M00010-Lano.wav		1	Lano	Lano	2	3	Lano	0.9957			26.62	0.13	12.38	0.08	7.71	Lano	Epfu				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00011.wav	H4F166n1M00011.wav		1		Lano	1	1	Lano	0.9673			26.36		13.81		4.39	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00012-Lano.wav	H4F166n1M00012-Lano.wav		1	Lano	Lano	8	8	Lano	0.9967			25.97	0.55	16.00	1.77	3.80	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00013-Lano.wav	H4F166n1M00013-Lano.wav		1	Lano	Lano	3	3	Lano	0.9845			25.73	0.12	17.39	0.40	3.20	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00014.wav	H4F166n1M00014.wav		1													3.08						H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00016-Tabr.wav	H4F166n1M00016-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9488			26.31		14.11		2.52	Tabr					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00017-Lano.wav	H4F166n1M00017-Lano.wav		1	Lano	Lano	4	4	Lano	0.9786			26.25	0.43	15.57	0.60	3.27	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00018-Tabr.wav	H4F166n1M00018-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9821			27.31		12.30		2.89	Tabr	Lano				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00019-Lano.wav	H4F166n1M00019-Lano.wav		1	Lano	Lano	8	8	Lano	0.9825			26.42	0.34	16.17	0.98	3.82	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00020-Lano.wav	H4F166n1M00020-Lano.wav		1	Lano	Lano	4	4	Lano	0.9995			26.84	0.70	17.96	3.28	5.41	Lano					H4F166n1	H4F166	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00021-Lano.wav	H4F166n1M00021-Lano.wav		1	Lano	Lano	8	8	Lano	0.9976			26.42	0.32	17.22	0.98	3.78	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00022-Lano.wav	H4F166n1M00022-Lano.wav		1	Lano	Lano	3	3	Lano	0.9967			26.83	0.25	16.91	3.33	5.29	Lano					H4F166n1	H4F166	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00023.wav	H4F166n1M00023.wav		1													4.12						H4F166n1	H4F166	2999.93	3.22	30 kHz anti-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00024-Lano.wav	H4F166n1M00024-Lano.wav		1	Lano	Lano	8	8	Lano	0.9986			26.90	0.48	14.55	1.59	6.60	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00025-Lano.wav	H4F166n1M00025-Lano.wav		1	Lano	Lano	7	7	Lano	0.9779			26.31	0.83	15.84	1.18	3.53	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00026.WAV	H4F166n1M00026.wav		1							Lano/Laci	0.487/0.330					3.15	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00027-Tabr.wav	H4F166n1M00027-Tabr.wav		1	Tabr	Tabr	1	1	Tabr	0.9706			26.52		13.45		4.15	Tabr					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00028.wav	H4F166n1M00028.wav		1		Lano	1	1	Lano	0.9465			26.72		13.31		3.29	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00029.WAV	H4F166n1M00029.wav		1							Tabr/Lano	0.619/0.378					3.19	Tabr					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00030.wav	H4F166n1M00030.wav		1		Lano	1	1	Lano	0.9092			25.21		17.32		3.41	Lano					H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00031-Lano.wav	H4F166n1M00031-Lano.wav		1	Lano	Lano	4	4	Lano	0.9841			27.04	0.43	13.87	0.65	4.22	Lano	Tabr				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00032-Lano.wav	H4F166n1M00032-Lano.wav		1	Lano	Lano	3	4	Lano	0.9962			26.80	0.73	12.87	0.89	4.40	Lano	Tabr				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00033.WAV	H4F166n1M00033.wav		1		Tabr	2	2			Lano/Laci	0.844/0.083	27.31	0.13	12.33	2.67	3.56	Tabr	Lano				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4F166:H4F166n1:H4F166n1M00034.wav	H4F166n1M00034.wav		1		LanoTabr	3	5	Lano	0.9799			27.47	0.88	13.81	2.44	4.08	Lano	Tabr				H4F166n1	H4F166	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
