Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00113.WAV	H5f177n3M00113.wav	1								Myca/Myci	0.868/0.129					10.64	Myca					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00115.wav	H5f177n3M00115.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00116.wav	H5f177n3M00116.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00117.wav	H5f177n3M00117.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00120-Myev.wav	H5f177n3M00120-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			34.83	1.26	2.32	0.36	8.04	Myev					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00126.wav	H5f177n3M00126.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00129.wav	H5f177n3M00129.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00131.wav	H5f177n3M00131.wav	1														3.74	Myca					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00132.wav	H5f177n3M00132.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00133-Myev.wav	H5f177n3M00133-Myev.wav	1	1	Myev	Myev	3	3	Myev	1.0000			35.44	2.20	2.28	0.19	7.99	Myev					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00134.wav	H5f177n3M00134.wav	1				1	1	Pahe	1.0000			44.66		3.22		8.90	Myci	Pahe				H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00135-Myca.wav	H5f177n3M00135-Myca.wav	1		Myca	Myca	5	5	Myca	0.9770			48.19	0.41	3.12	0.25	6.94	Myca					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00136-Myca.wav	H5f177n3M00136-Myca.wav	1		Myca	Myca	7	7	Myca	0.9874			50.33	1.62	3.01	0.49	7.62	Myca					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H5F177:H5f177n3:H5f177n3M00137.wav	H5f177n3M00137.wav																					H5f177n3	H5F177	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
