Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00275.wav	H2NF139n3M00275.wav																					H2NF139n3	H2NF139	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00283.wav	H2NF139n3M00283.wav	1				1	1	Mylu	0.9408			39.87		3.02		8.58	Mylu					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00284.wav	H2NF139n3M00284.wav	1				1	1	Mylu	0.9560			42.03		4.02		12.20	Myvo	Mylu				H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00285.WAV	H2NF139n3M00285.wav	1								Myvo/Mylu	0.687/0.227					4.48	Myvo					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00286.WAV	H2NF139n3M00286.wav	1								Mylu/Myca	0.807/0.094					7.34	Mylu					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00287.wav	H2NF139n3M00287.wav	1														4.46	Myvo					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00288.wav	H2NF139n3M00288.wav	1														9.90						H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00289-Myca.wav	H2NF139n3M00289-Myca.wav	1		Myca	Myca	3	4	Myca	0.9832			48.20	1.21	3.76	0.18	9.82	Myca	Myci				H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00290-Myca.wav	H2NF139n3M00290-Myca.wav	1		Myca	Myca	6	6	Myca	0.9609			50.52	0.76	3.58	0.39	11.70	Myca					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00291-Myyu.wav	H2NF139n3M00291-Myyu.wav	1		Myyu	Myyu	2	2	Myyu	0.9520			50.16	1.60	4.34	0.02	5.75	Myyu	Myca				H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00292.wav	H2NF139n3M00292.wav	1														7.20	Myyu					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00293-Myca.wav	H2NF139n3M00293-Myca.wav	1		Myca	Myca	7	7	Myca	0.9783			49.35	1.29	3.96	0.29	8.42	Myca					H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2NF139:H2NF139n3:H2NF139n3M00294.wav	H2NF139n3M00294.wav	1														9.14						H2NF139n3	H2NF139	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
