Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00011.wav	H4NF170n1M00011.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00012.WAV	H4NF170n1M00012.wav	1								Myvo/Myci	0.357/0.336					7.52	Mylu					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00014-Myev.wav	H4NF170n1M00014-Myev.wav	1		Myev	Myev	2	2	Myev	1.0000			36.03	1.70	2.69	0.21	7.31	Myev					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00015-Myev.wav	H4NF170n1M00015-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			34.47	0.79	3.65	0.44	7.75	Myev					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00019.WAV	H4NF170n1M00019.wav	1								Myca/Myci	0.645/0.344					12.73	Myca					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00020-Myev.wav	H4NF170n1M00020-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			33.13	1.04	4.28	0.72	5.59	Myev					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00021.wav	H4NF170n1M00021.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00023.wav	H4NF170n1M00023.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00025-Lano.wav	H4NF170n1M00025-Lano.wav		1	Lano	Lano	3	3	Lano	0.9506			26.34	0.18	11.72	0.28	4.09	Lano					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00026.wav	H4NF170n1M00026.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00027.wav	H4NF170n1M00027.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00036-Lano.wav	H4NF170n1M00036-Lano.wav		1	Lano	Lano	2	2	Lano	0.9857			26.59	0.25	13.16	2.03	2.44	Lano					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00038-Lano.wav	H4NF170n1M00038-Lano.wav		1	Lano	Lano	4	4	Lano	0.9901			26.64	0.18	11.76	0.89	3.59	Lano					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00044-Lano.wav	H4NF170n1M00044-Lano.wav		1	Lano	Lano	6	6	Lano	0.9652			27.01	0.36	7.78	0.95	4.44	Lano					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00045.wav	H4NF170n1M00045.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00051.wav	H4NF170n1M00051.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00075.wav	H4NF170n1M00075.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF170:Night1:H4NF170n1M00081.wav	H4NF170n1M00081.wav																					Night1	H4NF170	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
