Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00054.wav	H2F121n2M00054.wav																					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00056.wav	H2F121n2M00056.wav																					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00060.wav	H2F121n2M00060.wav																					H2F121n2	H2F121	2999.93	3.22	25 kHz ant-katydid	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00061.WAV	H2F121n2M00061.wav		1							Anpa/Epfu	0.646/0.321					6.94	Anpa					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00063-Myvo.wav	H2F121n2M00063-Myvo.wav	1		Myvo	Myvo	3	3	Myvo	0.9903			43.86	2.37	3.79	0.14	6.57	Myvo					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00064-Myev.wav	H2F121n2M00064-Myev.wav	1		Myev	Myev	8	8	Myev	1.0000			35.69	1.15	3.30	0.43	8.76	Myev					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00065-Lano.wav	H2F121n2M00065-Lano.wav		1	Lano	Lano	3	4	Lano	0.9943			28.17	0.24	11.18	0.38	4.12	Lano	Epfu				H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00066.WAV	H2F121n2M00066.wav		1							Anpa/Epfu	0.669/0.174					7.12	Anpa	Epfu				H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00067.wav	H2F121n2M00067.wav																					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H2F121:H2F121n2:H2F121n2M00070-Lano.wav	H2F121n2M00070-Lano.wav		1	Lano	Lano	8	8	Lano	0.9960			26.64	0.47	14.63	1.52	3.87	Lano					H2F121n2	H2F121	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
