Path	Filename	HiFspp	LoFspp	Consensus	ByVote	#Maj	#Accpt	MeanClssn	DiscrProb	Clssn if<Thr	DP if<Thr	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	1st	2nd	3rd	4th	<--All spp in sqnc classified with a DP>0.75 in order of prevalence	ParentDir	NextDirUp	FileLngth	Version	Filter	Preemphasis	MaxSegLngth	DP Thr	AccpQuality	AccpQualForTally	Max#CallsConsidered
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00002.wav	H4NF173n1M00002.wav																					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00003.wav	H4NF173n1M00003.wav																					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00006.wav	H4NF173n1M00006.wav																					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00010-Mylu.wav	H4NF173n1M00010-Mylu.wav	1		Mylu	Mylu	2	2	Mylu	0.9166			42.54	0.03	4.19	1.16	6.20	Mylu	Myci				H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00011.wav	H4NF173n1M00011.wav																					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00012.WAV	H4NF173n1M00012.wav	1								Myci/Mylu	0.803/0.158					7.64						H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00013-Myci.wav	H4NF173n1M00013-Myci.wav	1		Myci	Myci	3	3	Myci	0.9988			43.23	1.16	3.80	0.36	6.19	Myci					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00015.WAV	H4NF173n1M00015.wav	1								Mylu/Myci	0.565/0.362					13.63	Mylu					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00016-Myev.wav	H4NF173n1M00016-Myev.wav	1	1	Myev	Myev	3	3	Myev	1.0000			33.45	0.41	3.34	0.81	8.12	Myev					H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
Corynorhinus:Users:Derek:Audio2016:H4NF173:H4NF173n1:H4NF173n1M00017.wav	H4NF173n1M00017.wav	1														6.57						H4NF173n1	H4NF173	2999.93	3.22	5 kHz	medium	8.0 sec	0.90	0.80	0.20	8
